location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,Nevada,Relaxing,Social distancing,Public service closures,Outdoor recreation or space,"Local governments may permit the use of outdoor soccer fields, outdoor baseball and softball facilities, and other outdoor athletic fields by organized youth sporting leagues. No spectators.",2020-06-10,2020-06-11,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Safer at home,Public sector/government employees,"Authorizes state counties, state agencies, and local municipalities to adopt additional protective measures intended to combat the spread of COVID-19, including without limitation, stay at home and face covering orders, so long as those measures are at least as restrictive as those imposed by the Declaration of Emergency for COVID- 19",2020-06-10,2020-06-10,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,Non essential business (inclusive); Private sector,"Authorizes local, city, and county governments, and state agencies to enforce this Directive and regulations including penalties and license suspensions for activities which jeopardize the health, safety, or welfare of the public",2020-06-10,2020-06-10,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,General population (inclusive); Non essential business (inclusive),"Extension of Directive 021 ""Phase Two of the Nevada United: Roadmap to Recovery plan"" to July 31, 2020.",2020-06-29,2020-06-29,2020-07-31,Unspecified,
state,Nevada,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive),"Directive 007 (amended by Directive 21) is extended to July 31, 2020. No gatherings of 50 or more persons (exception: those residing in the same household).",2020-06-29,2020-06-29,2020-07-31,2020-10-01,
state,Nevada,Restricting,Social distancing,Other forms of social distancing,Public sector/government employees; General population (inclusive),"Directive 006 is extended to July 31, 2020. Public body meetings must continue to be held remotely, ensuring that supporting materials are available to disseminate to the public.",2020-06-29,2020-06-29,2020-07-31,Unspecified,
state,Nevada,Restricting,Social distancing,Distancing mandate,General population (inclusive),"Directive 007 is extended to July 31, 2020. Distance of six feet must be kept between persons in public spaces.",2020-06-29,2020-06-29,2020-07-31,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,Restaurants/bars; General population (inclusive),"Rescindment of Section 26 of Emergency Directive #021.  Bars, pubs, taverns, breweries, distilleries, and wineries in a county with an Elevated Disease Transmission, and according to the criteria published by the Department of Health and Human Services, not licensed to serve food shall close and remain closed as required by Section 18 of Directive 18",2020-07-10,2020-07-10,Unspecified,2020-08-20,
state,Nevada,Restricting,Social distancing,Private sector closures,General population (inclusive); Restaurants/bars,"Rescindment of Section 25 of Emergency Directive #21. When located in a county with an Elevated Disease Transmission and according to the criteria published by the Department of Health and Human Services, bars, restaurants, and other food service establishments are to operate under Phase One conditions outlined by Section 17 of Emergency Directive #18.",2020-07-10,2020-07-10,Unspecified,2020-08-20,
state,Nevada,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive); Restaurants/bars,Restaurant seating parties limited to no more than six people.,2020-07-10,2020-07-10,Unspecified,2020-08-20,
state,Nevada,Restricting,Social distancing,Private sector closures,General population (inclusive); Restaurants/bars,"Bar tops and bar areas in any establishment in a county with an Elevated Disease Transmission and according to the criteria published by the Department of Health and Human Services shall be closed to customers, but bar beverages may be served at tables for onsite consumption.",2020-07-10,2020-07-10,Unspecified,2020-08-20,
state,Nevada,Relaxing,Social distancing,School closures,Higher education,"EXTENDED: Trade schools and technical schools may reopen to the public. Occupancy in classrooms and instructional areas shall be limited to the lesser of 50% of maximum occupancy of based on listed fire code capacity or fifty persons, and must abide by all guidelines promulgated by NV OSHA.",2020-07-31,2020-07-31,Unspecified,2020-10-01,
state,Nevada,Relaxing,Social distancing,Private sector closures,Casinos/gambling facilities,"EXTENDED: In-person gaming operations to begin phased and incremental reopening no sooner than June 4th, 2020.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Churches/places of worship,"EXTENDED: Houses of worship may conduct indoor in-person services in a manner so that no more than fifty persons are gathered, and all social distancing requirements are satisfied. Encouraged to provide online services.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),"EXTENDED: Summer camps may continue to operate pursuant to all applicable licensure, regulatory, and statutory requirements and are encouraged to following guidelines issued by the LEAP.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Safer at home,General population (inclusive),"EXTENDED: Guidance for phase II reopening. All Nevadans, especially vulnerable individuals, are strongly encouraged to stay in their residences to the greatest extent possible, unless they are essential workers.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Indoor recreation/sports facility,"EXTENDED: Non-retail indoor venues, including without limitation, indoor movie theaters, bowling alleys, or arcades may reopen to the public, so long as occupancy does not exceed 50% of the listed fire code capacity and measures are taken to ensure that all social distancing requirements are satisfied.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive),EXTENDED: Nevada general public shall not gather in groups of more than fifty in any indoor or outdoor area,2020-07-31,2020-07-31,Unspecified,2020-10-01,
state,Nevada,Relaxing,Social distancing,Private sector closures,Gym/workout facility/fitness center,"EXTENDED: Gyms, fitness facilities, and fitness studios, including but not limited to dance and yoga studios, may reopen to the public.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Personal care facilities,EXTENDED: Hair and nail salons continue to operate under Phase I guidance.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Entertainment/concert venues/nightclubs,"EXTENDED: Museums, art galleries, zoos, and aquariums may reopen to the public. Capacity shall be limited to the lesser of 50% based on listed fire code capacity or fifty persons. Interactive exhibits which encourage touching must remain closed. Facilities must ensure that employees wear face coverings.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive),EXTENDED: Body art and piercing may reopen to the public under strict distancing and hygiene protocols.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Personal care facilities,"EXTENDED: Estheticians and salons or businesses that provide aesthetic skin services, including without limitation, facials, hair removal, tanning, eyelash services, professional make-up artist services, eyebrow threading, and salt therapy, may continue to operate.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Retail stores (not including food); Non essential business (inclusive),"EXTENDED: All businesses that engage in retail sales may continue to provide retail sales on a curbside or home delivery basis, or continue to allow onsite customer access, with a maximum occupancy of 50% based on listed fire code capacity.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Outdoor recreation or space,"EXTENDED: Non-retail outdoor venues, including without limitation, miniature golf facilities, amusement parks, theme parks may reopen to the public. Businesses operating pursuant to this section must ensure that occupancy shall not exceed 50% of the listed fire code capacity, and implement measures to ensure that all social distancing requirements are satisfied.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Outdoor recreation or space,"EXTENDED: All public aquatic venues, may reopen to the public including pools and waterparks.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,Entertainment/concert venues/nightclubs,"EXTENDED: The following non-essential businesses shall remain closed during Phase Two of the Nevada United: Roadmap to Recovery plan: Nightclubs, Day clubs, Brothels, Adult entertainment facilities",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,Non essential business (inclusive),EXTENDED: Cannabis dispensaries shall continue to operate under the Phase One conditions set forth in Section 22 of Directive 018.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive); Personal care facilities,"EXTENDED: Estheticians and salons or businesses that provide aesthetic skin services, including without limitation, facials, hair removal, tanning, eyelash services, professional make-up artist services, eyebrow threading, and salt therapy, must operate under strict distancing and sanitation protocols.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Outdoor recreation or space,EXTENDED: All public aquatic venues shall be limited to a maximum occupancy of 50% based on listed fire code capacity. Distancing and sanitation measures mandated.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Personal care facilities,EXTENDED: Massage establishments must operate under NV OSHA sanitization guidelines. All therapists must wear masks. Clients must have an appointment.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Gym/workout facility/fitness center; Indoor recreation/sports facility,EXTENDED: Establishments providing services to more than ten patrons at a time shall limit customer access so as not to exceed a maximum occupancy of 50% based on listed fire code capacity. These facilities must abide by strict NV OSHA distancing and sanitation regulations to protect employees and patrons.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,General population (inclusive),Extension of Nevadas Phase 2 reopening plan.,2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Event delays or cancellations,Entertainment/concert venues/nightclubs,"EXTENDED: Musical performances, live entertainment, concerts, competitions, sporting events, and any events with live performances may resume, but shall remain closed for public attendance. Events held pursuant to this section may be recorded, filmed, streamed or broadcast to the public.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food); Non essential business (inclusive),"EXTENDED: All businesses that engage in retail sales may continue to provide retail sales on a curbside or home delivery basis, or continue to allow onsite customer access, with a maximum occupancy of 50% based on listed fire code capacity. Businesses must adopt measures promulgated by NV OSHA to minimize the risk of spread of COVID-19 including social distancing and sanitation measures.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Quarantine,Confirmed cases,"EXTENDED: Persons testing positive for COVID-19 shall stay at home and ""self quarantine"" for a minimum of two weeks, except as necessary to care for themselves or seek medical care. Persons determined to be in contact with an individual who tested positive for COVID-19 must quarantine and stay at home for two weeks, or until a negative test result has been received.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"EXTENDED: Restaurants and food establishments shall continue to operate under the Phase One conditions set forth in Section 17 of Directive 018, but may additionally utilize tables and serve food within the bar area. Must follow specific distancing and sanitation measures.",2020-07-31,2020-07-31,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Private sector; General population (inclusive); Restaurants/bars,"Restrictions on restaurants, bars, and similar businesses from Declaration of Emergency Directive 027 have been declared to end on August. The new statewide mitigation measures and restrictions on service and capacity for these establishments are those outlined in Declaration of Emergency Directive 021.",2020-08-14,2020-08-14,Unspecified,2020-10-01,
state,Nevada,Other,Social distancing,Adaptation and mitigation measures,Essential business (inclusive); Non essential business (inclusive),All businesses and venues subject to capacity limitations must post signs at public entrances identifying their COVID-19-adjusted capacity based on the occupancy limitations imposed by the state. Guidelines for these signs will come from the Nevada Department of Business and Industry or its agencies.,2020-09-30,2020-10-05,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive),"Capacity limitations at venues and events shall not include staff, workers, performers, broadcast personnel, or other personnel necessary to conduct business, perform services, or host events.",2020-09-30,2020-10-01,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive),"Public gatherings are restricted to the lesser of 250 persons, or 50% of the listed fire code capacity of the area of the gathering. This restriction shall not apply to any area with a listed fire code capacity of less than 100 persons, which may allow up to 50 persons to gather, provided that this may occur without violating social distancing requirements.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive); Outdoor recreation or space; Indoor recreation/sports facility,"Non-retail indoor and outdoor venues may allow access to the public. Occupancy shall not exceed 50% of the listed fire code capacity, and all social distancing requirements must be satisfied. Food and beverage sales are limited to prepackaged products only. Relevant businesses with a listed fire code capacity of fewer than 100 persons may allow access to up to 50 persons if they are able to do so in a manner consistent with social distancing guidelines",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Adaptation and mitigation measures,Housing sector,"In-person showings and open houses of single family and multi-family residences currently occupied and on the market for sale, may resume, subject to state-issued limitations.",2020-09-30,2020-10-01,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Private sector closures,Restaurants/bars,"Restaurants, food establishments, breweries, distilleries, and wineries may utilize tables and serve patrons within the bar area. Establishments operating under this provision shall follow state-issued provisions and mitigation measures.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Private sector closures,Indoor recreation/sports facility,"Museums, art galleries, zoos, and aquariums are able to open with occupancy that shall not exceed 50% of the listed fire code capacity, and all social distancing requirements must be satisfied. Interactive exhibits which encourage touching must remain closed and inaccessible to the public.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,School closures,Higher education,"Occupancy in classrooms and instructional areas at trade schools, and technical schools operating pursuant to this Section shall be limited to the lesser of 250 persons or 50% of maximum occupancy of based on listed fire code capacity and must abide by state-issued guidelines.",2020-09-30,2020-10-01,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Mass gathering restrictions,Entertainment/concert venues/nightclubs,"Musical performances, live entertainment, concerts, competitions, sporting events, and any events with live performances may permit public attendance subject to state-issued provisions/mitigation guidelines. This Directive defines fixed seat capacity.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Adaptation and mitigation measures,Churches/places of worship,"Houses of worship may conduct indoor in-person services, but occupancy may not exceed the lesser of 50% of the listed fire code capacity or 250 persons, and all social distancing requirements must be satisfied. It is recommended that the services follow other state-issued mitigation measures.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Public service closures,Outdoor recreation or space,"Local governments may allow public access to playground equipment if, in consultation with their local health authority, they determine it is safe to do so.",2020-09-30,2020-10-01,Unspecified,Unspecified,
state,Nevada,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive),"Conventions, trade shows, conferences, professional or educational seminars, large business meetings or corporate retreats, and other similar event activities may resume under certain limitations and provisions. Events are limited to no more than 1,000 attendees per venue or site. Events with greater than 250 attendees are subject to additional provisions.",2020-09-30,2020-10-01,Unspecified,2020-11-24,
state,Nevada,Other,Social distancing,Adaptation and mitigation measures,Indoor recreation/sports facility ; Outdoor recreation or space,"Sporting events are subject to gathering restrictions, and event organizers must ensure that all spectators maintain social distancing and comply with facial covering requirements (Directives 33 & 34). Leagues and associations beginning competition, games, matches, or league play or facilities and venues intending to host competitions must adopt a Preparedness and Safety Plan that conforms to guidelines. The plans must be approved by the Nevada Department of Business and Industry. Teams, coaches and athletes are responsible for abiding by the rules and requirements set forth in their Preparedness and Safety Plan. Organized teams are strongly encouraged to adopt their own team specific Preparedness and Safety Plan. County school districts, charter schools, and private schools may permit the use of their athletic fields, facilities, and sporting venues as determined by their governing authority. Student athletics training, practices, and competition may reopen in accordance with guidance from the NIAA and any state-issued conditions/limitations.",2020-10-02,2020-10-03,Unspecified,2020-11-24,
state,Nevada,Relaxing,Social distancing,Private sector closures,Outdoor recreation or space; Indoor recreation/sports facility,"Youth and non-professional adult organized minimal-contact and non-contact sporting activities may resume, subject to limitations. Full-contact sports may resume on a limited basis for athletic conditioning, drills, and practices in which dummy players, sleds, punching bags, and similar equipment are used, but athletes do not come into contact with other players.",2020-10-02,2020-10-03,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive); Churches/places of worship,"Public gatherings are limited to 50 people. Private gatherings are limited to 10 people from up to 2 households, and non-exempt individuals must wear face coverings. Places of worship may gather up to 50 people, but must follow mitigation measures and are encouraged to offer online & drive-up services.",2020-11-23,2020-11-24,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Private sector closures,Entertainment/concert venues/nightclubs; Indoor recreation/sports facility ; Outdoor recreation or space; Gym/workout facility/fitness center; Restaurants/bars,"Non-retail indoor and outdoor entertainment venues, gaming properties, museums/art galleries/zoos/aquariums, and concerts/conferences/sporting events may operate in limited capacities. Gyms/physical fitness centers may operate with mitigation measures and limited capacities. Sporting tournaments are prohibited. Restaurants, food establishments, breweries, distilleries, and wineries may utilize tables and serve patrons within the bar area. Establishments operating under this provision shall follow state-issued provisions and mitigation measures.",2020-11-23,2020-11-24,Unspecified,Unspecified,
state,Nevada,Restricting,Social distancing,Adaptation and mitigation measures,Retail stores (not including food); Grocery store,"Large retail and grocery stores that may operate with public access are required to station employees at the entrances to monitor capacities, and they are encouraged to perform health screenings and temperature checks on customers before entry. These businesses must post health screening signage at their entrances. All businesses with revised capacities also must post these.",2020-11-23,2020-11-24,Unspecified,Unspecified,
state,New Hampshire,Other,Social distancing,School closures,Primary education; Secondary education; Minors and children,Loosens restrictions on the use of software for remote learning. Schools may implement software which meets minimum requirements for data privacy.,2020-03-18,2020-03-18,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Other forms of social distancing,Grocery store,All grocery stores are to transition to store-provided single use plastic or paper bags when bagging groceries for customers.,2020-03-21,2020-03-21,Unspecified,2020-07-27,
state,New Hampshire,Restricting,Social distancing,Visitor restrictions,Nursing homes/assisted living facility,All assisted living and nursing facilities for elderly and infirm patients will prohibit visitors for an additional 21 days.,2020-04-03,2020-04-03,Unspecified,Unspecified,21 days
state,New Hampshire,Restricting,Social distancing,Alternative election measures,General population (inclusive),Voters seeking to change political party affiliation no longer required to appear in person at town/city clerk. Outlines procedure for mail-in application and option to apply at State Primary polling stations.,2020-05-13,2020-05-13,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,School closures,Primary education; Secondary education,"School districts are to hold Individualized Education Plan ""IEP"" meetings (no later than June 30th) for students with special education requirements to discuss remote (or potentially in-person) Extended-School Year services. School districts are also to hold IEP meetings no later than 30 days into the 2020-2021 academic school year to discuss Compensatory Education Services to make up for services not provided during remote instruction.",2020-05-26,2020-05-26,Unspecified,Unspecified,
state,New Hampshire,Other,Social distancing,Adaptation and mitigation measures,Restaurants/bars,Signage must be prominently posted throughout the establishment to ask customers if they are experiencing COVID-19 symptoms,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Hotels/lodging,"Lodgings are open to the public, including short-term rentals, and may accept overnight reservations from New Hampshire residents, or out of state visitors who have met the 14 day quarantine requirement. Reservations may be accepted by phone, online, or in person.",2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Churches/places of worship,Funeral homes may resume operation according to the guidance in Emergency Order #52.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Other forms of social distancing,Outdoor recreation or space,"Amateur and youth sports limited to outdoor, low-physical contact sporting events.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Outdoor recreation or space; Gym/workout facility/fitness center; Indoor recreation/sports facility,Public and commercial pools are allowed to be opened according to the guidelines of Emergency Order #52.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Restaurants/bars,"Authorizes indoor dining in Belknap, Coos, Carrol, Cheshire, Sullivan and Grafton Counties. However, seated dining areas are limited in capacity to the number of people where table spacing (6 ft between patrons at adjacent tables) is able to be maintained. The same applies to Rockingham, Hillsborough, Merrimack and Strafford County, however, seated dining is also limited to 50 percent capacity of the permitted occupancy based on New Hampshire’s Building and Fire Code. Staggered reservations to avoid congregation and maximum six guests per table.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Outdoor recreation or space,Campground reservations must be done in advance online or by phone.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Health screening,Medical offices (doctor/dentist/physical therapist),All dental patients will be pre-screened for symptoms of COVID-19 and with an in-office temperature check prior to treatment. Patients with an elevated temperature or symptoms of COVID-19 should be instructed to contact their primary care provider and rescheduled for their dental procedure.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Outdoor recreation or space,"Campgrounds may be open to New Hampshire residents, members, or out of state visitors who have met the 14-day quarantine requirement. Campsites must be limited to 6-8 occupants depending upon campground and campsite configuration",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Summer day camps/playground programs may resume operation according to the guidelines listed in Emergency Order #52.,2020-06-15,2020-06-22,Unspecified,Unspecified,
state,New Hampshire,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Overnight may open if they operate following the guidelines of Emergency Order #52 Exhibit B.,2020-06-15,2020-06-28,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Mass gathering restrictions,Outdoor recreation or space; Gym/workout facility/fitness center; Indoor recreation/sports facility,A limited number of spectators can be allowed at swim events but they must be limited to close/immediate family members of the athletes. Swim events will not be open to the public and should not be advertised publicly.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Outdoor recreation or space; Gym/workout facility/fitness center; Indoor recreation/sports facility,People must maintain a physical distance of at least 6 feet from others at all times even when in the pool.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Gym/workout facility/fitness center,Fitness center and gym members who do not comply with requirements must be asked to leave the facility. Repeat offenders must not have access the facility or classes until the facility is allowed to return to normal operations,2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Mass gathering restrictions,Outdoor recreation or space,Practices and training sessions may begin and are allowed for groups of up to 50 participants,2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Gym/workout facility/fitness center,"If fitness class equipment or machines cannot be physically moved to accommodate spacing and distance requirements, then fitness class equipment or machines should be taken out of order.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Hotels/lodging,"Elevators, if present in the facility, should be limited to one person or associated reservation group at a time. Lines for elevator use should be clearly marked with demarcations on the floor spaced at least 6 feet apart for where people should stand to wait for an elevator.",2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Essential business (inclusive); Non essential business (inclusive),Tissues and no-touch trash cans should be made readily available for drying eyes and blowing noses with hand sanitizer readily available.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Outdoor recreation or space; Gym/workout facility/fitness center; Indoor recreation/sports facility,"All mouth-based activities that are often encountered during swim events, such as spitting in the pool or filling one’s mouth with water and then releasing the water back into the pool, shall not be allowed.",2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Churches/places of worship,Close contact with others (e.g. hugging or shaking hands) is discouraged. Condolences should be provided from a distance of at least 6 feet. Funeral homes should develop ways for attendees to be able to show condolences that do not require close contact within 6 feet of a person.,2020-06-15,2020-06-15,Unspecified,Unspecified,
state,New Hampshire,Restricting,Social distancing,Health screening,Outdoor recreation or space,"Staff, athletes, and volunteers must be screened on arrival to each competitive sporting event, training session, or practice. All staff, athletes and volunteers must have their temperatures taken and shall be asked regarding signs, symptoms, and travel risk factors.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Mass gathering restrictions,Gym/workout facility/fitness center,"Group recreational activities outside of structured classes are allowed (i.e., pick-up games of racquetball, volleyball, basketball, group sparing sessions, etc.) for groups of 10 or less.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Gym/workout facility/fitness center; Indoor recreation/sports facility,At least 30 minutes between classes to allow for appropriate ventilation of the fitness room and cleaning and disinfection of the floor and commonly touched surfaces.,2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Mass gathering restrictions,Outdoor recreation or space,"A limited number of spectators will be allowed at competitive sporting events, and must be limited to close/immediate family of athletes. Competitive sporting events will not be open to the public and should not be advertised publicly.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Mass gathering restrictions,Outdoor recreation or space,"“Mass Starts” are allowable where all participants have enough space to remain at least 6 feet apart. In cases where space limitations prohibit a mass start, a staggered start format will be necessary to reduce the number of people at start line.",2020-06-15,2020-06-15,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Private sector closures,Outdoor recreation or space,Golf course may remain open under certain restrictions.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Outdoor recreation or space,Cars must be spaced at least 10 feet apart.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Outdoor recreation or space,Golf course must follow strict social distancing and sanitation guidelines listed in Exhibit B of Emergency Order #52. Caddie programs and club rentals must be suspended.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Isolation,Suspected cases; Childcare facilities (preschool or other daycare),"Any person who develops symptoms of COVID-19 while at the day camp must be masked if they are over 2 years of age, removed from contact with others, and be immediately sent home.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Essential workers (inclusive); Non essential workers (inclusive); General population (inclusive),Employees must maintain at least 6 feet of distance between one another at all times.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Outdoor recreation or space,Measures to be taken to limit occupancy at in-land beaches.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Health screening,Essential workers (inclusive); Non essential workers (inclusive); Essential business (inclusive); Non essential business (inclusive),Employers must develop a process for screening all employees reporting for work for COVID-19 related symptoms. An employee must be assigned to take and document the temperatures of all employees before they enter the workplace. The screener must also ask the questions regarding symptoms and contacts listed in Exhibit A of the policy. Employees found to have signs and symptoms must be instructed to leave the premises and seek medical advice. Employers must maintain the confidentiality of their employees' health information.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Distancing mandate,Churches/places of worship,"Places of worship should develop a system and process that builds in social distancing at all times so that participants are separated by at least 6 feet of space when entering, kneeling/sitting/standing and participating in worship, and leaving the service.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Authorizes outdoor dining. Outdoor dining areas must be disinfected. If the outdoor expansion is in a shared space, the business or organization must coordinate and seek approval from applicable local authorities.",2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Safer at home,General population (inclusive),People under 65 advised to practice social distancing consistent with State and National public health guidelines.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
state,New Hampshire,Restricting,Social distancing,Quarantine,Non essential workers (inclusive); Restaurants/bars,Asymptomatic food service workers who have had contact with a suspected or confirmed case must quarantine themselves at home for 14 days from their last exposure before returning to work.,2020-06-15,2020-06-16,2020-08-01,Unspecified,
